ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE,INCOME_PER_MEMBER,AGE_GROUP,EMPLOYMENT_RATIO,COMM_SCORE
5069313,M,N,Y,0.0,Civil marriage,House / apartment,1,0,0,0,2.0,57,46.0,2.0,0,360000.0,Commercial associate,Secondary / secondary special,180000.0,Senior,0.043478260869565216,0
5069314,M,N,Y,0.0,Civil marriage,House / apartment,1,0,0,0,2.0,35,46.0,2.0,0,360000.0,Commercial associate,Secondary / secondary special,180000.0,Senior,0.043478260869565216,0
5069315,M,N,Y,0.0,Civil marriage,House / apartment,1,0,0,0,2.0,21,46.0,2.0,0,360000.0,Commercial associate,Secondary / secondary special,180000.0,Senior,0.043478260869565216,0
5069317,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,6,42.0,7.0,0,360000.0,Commercial associate,Secondary / secondary special,120000.0,Middle,0.16666666666666666,0
5069318,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,30,42.0,7.0,0,360000.0,Commercial associate,Secondary / secondary special,120000.0,Middle,0.16666666666666666,0
5069319,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,6,42.0,7.0,0,360000.0,Commercial associate,Secondary / secondary special,120000.0,Middle,0.16666666666666666,0
5069320,M,Y,Y,0.0,Single / not married,House / apartment,1,0,1,0,1.0,40,25.0,2.0,0,270000.0,Commercial associate,Incomplete higher,270000.0,Young,0.08,1
5069321,M,Y,Y,0.0,Single / not married,House / apartment,1,0,1,0,1.0,14,25.0,2.0,0,270000.0,Commercial associate,Incomplete higher,270000.0,Young,0.08,1
5069322,M,Y,Y,0.0,Single / not married,House / apartment,1,0,1,0,1.0,25,25.0,2.0,0,270000.0,Commercial associate,Incomplete higher,270000.0,Young,0.08,1
5069324,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,7,56.0,2.0,0,157500.0,Working,Secondary / secondary special,78750.0,Elderly,0.03571428571428571,0
5069325,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,7,56.0,2.0,0,157500.0,Working,Secondary / secondary special,78750.0,Elderly,0.03571428571428571,0
5069326,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,25,56.0,2.0,0,157500.0,Working,Secondary / secondary special,78750.0,Elderly,0.03571428571428571,0
5069327,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,47,56.0,2.0,0,157500.0,Working,Secondary / secondary special,78750.0,Elderly,0.03571428571428571,0
5069331,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,3,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069332,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,24,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069333,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,13,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069334,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,16,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069335,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,10,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069336,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,3,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069337,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,12,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069338,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,4,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069339,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,3,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069340,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,2,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069341,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,1,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069342,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,16,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069343,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,23,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069344,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,29,26.0,1.0,0,247500.0,Working,Higher education,82500.0,Adult,0.038461538461538464,0
5069369,F,N,N,0.0,Married,House / apartment,1,0,0,1,2.0,9,55.0,6.0,0,126000.0,Working,Secondary / secondary special,63000.0,Senior,0.10909090909090909,1
5069378,M,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,15,46.0,3.0,0,337500.0,Working,Secondary / secondary special,337500.0,Senior,0.06521739130434782,0
5069379,M,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,17,46.0,3.0,0,337500.0,Working,Secondary / secondary special,337500.0,Senior,0.06521739130434782,0
5069380,M,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,17,46.0,3.0,0,337500.0,Working,Secondary / secondary special,337500.0,Senior,0.06521739130434782,0
5069381,M,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,28,46.0,3.0,0,337500.0,Working,Secondary / secondary special,337500.0,Senior,0.06521739130434782,0
5069382,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,48,35.0,6.0,0,112500.0,Working,Higher education,56250.0,Adult,0.17142857142857143,1
5069383,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,25,35.0,6.0,0,112500.0,Working,Higher education,56250.0,Adult,0.17142857142857143,1
5069384,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,21,35.0,6.0,0,112500.0,Working,Higher education,56250.0,Adult,0.17142857142857143,1
5069385,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,43,35.0,6.0,0,112500.0,Working,Higher education,56250.0,Adult,0.17142857142857143,1
5069386,F,N,Y,0.0,Married,House / apartment,1,0,1,0,2.0,48,35.0,6.0,0,112500.0,Working,Higher education,56250.0,Adult,0.17142857142857143,1
5069387,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,39,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069389,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,14,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069390,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,23,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069391,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,27,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069392,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,27,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069393,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,43,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069394,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,59,50.0,20.5,0,270000.0,Working,Higher education,90000.0,Senior,0.41,0
5069395,M,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,16,23.0,4.0,0,157500.0,Working,Secondary / secondary special,157500.0,Young,0.17391304347826086,2
5069396,M,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,17,23.0,4.0,0,157500.0,Working,Secondary / secondary special,157500.0,Young,0.17391304347826086,2
5069397,M,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,32,23.0,4.0,0,157500.0,Working,Secondary / secondary special,157500.0,Young,0.17391304347826086,2
5069398,M,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,28,23.0,4.0,0,157500.0,Working,Secondary / secondary special,157500.0,Young,0.17391304347826086,2
5069399,M,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,31,23.0,4.0,0,157500.0,Working,Secondary / secondary special,157500.0,Young,0.17391304347826086,2
5069400,M,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,3,23.0,4.0,0,157500.0,Working,Secondary / secondary special,157500.0,Young,0.17391304347826086,2
5069401,F,N,N,0.0,Single / not married,Rented apartment,1,0,0,0,1.0,4,26.0,6.0,0,157500.0,Commercial associate,Secondary / secondary special,157500.0,Adult,0.23076923076923078,0
5069402,F,N,N,0.0,Single / not married,Rented apartment,1,0,0,0,1.0,28,26.0,6.0,0,157500.0,Commercial associate,Secondary / secondary special,157500.0,Adult,0.23076923076923078,0
5069403,F,N,N,0.0,Single / not married,Rented apartment,1,0,0,0,1.0,42,26.0,6.0,0,157500.0,Commercial associate,Secondary / secondary special,157500.0,Adult,0.23076923076923078,0
5069406,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,41,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069411,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,55,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069413,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,0,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069415,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,13,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069416,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,13,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069417,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,17,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069418,M,Y,N,1.0,Married,House / apartment,1,0,0,1,3.0,55,51.0,7.0,0,225000.0,Working,Secondary / secondary special,75000.0,Senior,0.13725490196078433,1
5069419,F,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,1,26.0,0.0,0,157500.0,Working,Incomplete higher,157500.0,Adult,0.0,2
5069420,F,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,6,26.0,0.0,0,157500.0,Working,Incomplete higher,157500.0,Adult,0.0,2
5069421,F,N,Y,0.0,Single / not married,House / apartment,1,1,1,0,1.0,39,26.0,0.0,0,157500.0,Working,Incomplete higher,157500.0,Adult,0.0,2
5069423,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,58,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069425,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,60,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069426,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,47,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069427,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,50,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069428,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,47,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069429,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,50,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069432,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,7,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069433,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,21,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069434,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,8,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069435,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,18,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069436,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,22,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069437,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,25,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069438,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,31,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069439,M,Y,Y,0.0,Married,Municipal apartment,1,0,1,0,2.0,33,46.0,1.0,0,202500.0,Working,Secondary / secondary special,101250.0,Senior,0.021739130434782608,1
5069440,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,2,23.0,2.0,0,135000.0,Working,Secondary / secondary special,135000.0,Young,0.08695652173913043,0
5069441,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,1,23.0,2.0,0,135000.0,Working,Secondary / secondary special,135000.0,Young,0.08695652173913043,0
5069442,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,0,23.0,2.0,0,135000.0,Working,Secondary / secondary special,135000.0,Young,0.08695652173913043,0
5069443,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,28,44.0,6.0,0,76500.0,Commercial associate,Secondary / secondary special,38250.0,Middle,0.13636363636363635,0
5069444,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,32,44.0,6.0,0,76500.0,Commercial associate,Secondary / secondary special,38250.0,Middle,0.13636363636363635,0
5069445,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,6,44.0,6.0,0,76500.0,Commercial associate,Secondary / secondary special,38250.0,Middle,0.13636363636363635,0
5069446,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,5,44.0,6.0,0,76500.0,Commercial associate,Secondary / secondary special,38250.0,Middle,0.13636363636363635,0
5069447,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,1,44.0,6.0,0,76500.0,Commercial associate,Secondary / secondary special,38250.0,Middle,0.13636363636363635,0
5069448,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,34,44.0,6.0,0,76500.0,Commercial associate,Secondary / secondary special,38250.0,Middle,0.13636363636363635,0
5069449,M,Y,Y,1.0,Married,House / apartment,1,0,0,0,3.0,17,49.0,15.0,0,270000.0,Commercial associate,Higher education,90000.0,Senior,0.30612244897959184,0
5069455,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,20,41.0,5.0,0,135000.0,Commercial associate,Secondary / secondary special,67500.0,Middle,0.12195121951219512,0
5069456,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,6,41.0,5.0,0,135000.0,Commercial associate,Secondary / secondary special,67500.0,Middle,0.12195121951219512,0
5069457,M,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,4,23.0,3.0,0,315000.0,Working,Higher education,157500.0,Young,0.13043478260869565,0
5069458,M,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,3,23.0,3.0,0,315000.0,Working,Higher education,157500.0,Young,0.13043478260869565,0
5069459,M,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,17,23.0,3.0,0,315000.0,Working,Higher education,157500.0,Young,0.13043478260869565,0
5069460,M,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,3,23.0,3.0,0,315000.0,Working,Higher education,157500.0,Young,0.13043478260869565,0
5069461,M,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,10,23.0,3.0,0,315000.0,Working,Higher education,157500.0,Young,0.13043478260869565,0
5069462,M,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,14,23.0,3.0,0,315000.0,Working,Higher education,157500.0,Young,0.13043478260869565,0
5069463,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,4,33.0,9.0,0,166500.0,Working,Secondary / secondary special,83250.0,Adult,0.2727272727272727,0
5069464,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,34,33.0,9.0,0,166500.0,Working,Secondary / secondary special,83250.0,Adult,0.2727272727272727,0
5069465,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,36,33.0,9.0,0,166500.0,Working,Secondary / secondary special,83250.0,Adult,0.2727272727272727,0
5069466,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,13,33.0,9.0,0,166500.0,Working,Secondary / secondary special,83250.0,Adult,0.2727272727272727,0
5069471,F,N,Y,2.0,Married,House / apartment,1,0,1,0,4.0,4,37.0,16.0,0,225000.0,Working,Higher education,56250.0,Middle,0.43243243243243246,1
5069472,F,N,Y,2.0,Married,House / apartment,1,0,1,0,4.0,6,37.0,16.0,0,225000.0,Working,Higher education,56250.0,Middle,0.43243243243243246,1
5069473,F,N,Y,2.0,Married,House / apartment,1,0,1,0,4.0,45,37.0,16.0,0,225000.0,Working,Higher education,56250.0,Middle,0.43243243243243246,1
5069474,F,N,Y,2.0,Married,House / apartment,1,0,1,0,4.0,46,37.0,16.0,0,225000.0,Working,Higher education,56250.0,Middle,0.43243243243243246,1
5069475,F,N,Y,2.0,Married,House / apartment,1,0,1,0,4.0,60,37.0,16.0,1,225000.0,Working,Higher education,56250.0,Middle,0.43243243243243246,1
5069476,F,N,Y,2.0,Married,House / apartment,1,0,1,0,4.0,60,37.0,16.0,0,225000.0,Working,Higher education,56250.0,Middle,0.43243243243243246,1
5069477,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,32,47.0,20.5,0,157500.0,Working,Higher education,78750.0,Senior,0.43617021276595747,2
5069478,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,23,47.0,20.5,0,157500.0,Working,Higher education,78750.0,Senior,0.43617021276595747,2
5069479,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,52,47.0,20.5,0,157500.0,Working,Higher education,78750.0,Senior,0.43617021276595747,2
5069480,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,31,47.0,20.5,0,157500.0,Working,Higher education,78750.0,Senior,0.43617021276595747,2
5069484,F,N,Y,0.0,Married,House / apartment,1,1,1,0,2.0,7,47.0,20.5,0,157500.0,Working,Higher education,78750.0,Senior,0.43617021276595747,2
5069485,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,32,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069488,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,50,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069489,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,45,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069490,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,50,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069491,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,56,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069492,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,42,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069493,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,10,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069494,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,8,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069495,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,10,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069496,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,12,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069497,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,43,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069498,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,18,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069499,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,21,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069500,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,45,39.0,5.0,0,157500.0,Commercial associate,Secondary / secondary special,78750.0,Middle,0.1282051282051282,0
5069501,F,N,Y,1.0,Married,House / apartment,1,0,0,0,3.0,14,26.0,4.0,0,180000.0,Working,Secondary / secondary special,60000.0,Adult,0.15384615384615385,0
5069502,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,37,41.0,10.0,0,180000.0,State servant,Higher education,90000.0,Middle,0.24390243902439024,0
5069503,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,43,41.0,10.0,0,180000.0,State servant,Higher education,90000.0,Middle,0.24390243902439024,0
5069504,F,Y,Y,0.0,Married,House / apartment,1,0,0,0,2.0,21,41.0,10.0,0,180000.0,State servant,Higher education,90000.0,Middle,0.24390243902439024,0
5069510,F,Y,N,1.0,Married,House / apartment,1,0,0,0,3.0,13,29.0,3.0,0,112500.0,Working,Higher education,37500.0,Adult,0.10344827586206896,0
5069511,F,Y,N,1.0,Married,House / apartment,1,0,0,0,3.0,17,29.0,3.0,0,112500.0,Working,Higher education,37500.0,Adult,0.10344827586206896,0
5069512,F,Y,N,1.0,Married,House / apartment,1,0,0,0,3.0,7,29.0,3.0,0,112500.0,Working,Higher education,37500.0,Adult,0.10344827586206896,0
5069513,F,Y,N,1.0,Married,House / apartment,1,0,0,0,3.0,29,29.0,3.0,0,112500.0,Working,Higher education,37500.0,Adult,0.10344827586206896,0
5069514,F,Y,Y,0.0,Widow,House / apartment,1,0,0,0,1.0,60,59.0,15.0,0,135000.0,Commercial associate,Secondary / secondary special,135000.0,Elderly,0.2542372881355932,0
5069517,F,Y,Y,0.0,Widow,House / apartment,1,0,0,0,1.0,4,59.0,15.0,0,135000.0,Commercial associate,Secondary / secondary special,135000.0,Elderly,0.2542372881355932,0
5069518,F,Y,Y,0.0,Widow,House / apartment,1,0,0,0,1.0,14,59.0,15.0,0,135000.0,Commercial associate,Secondary / secondary special,135000.0,Elderly,0.2542372881355932,0
5069519,F,Y,Y,0.0,Widow,House / apartment,1,0,0,0,1.0,24,59.0,15.0,0,135000.0,Commercial associate,Secondary / secondary special,135000.0,Elderly,0.2542372881355932,0
5069521,F,N,Y,1.0,Married,House / apartment,1,0,0,1,3.0,42,41.0,1.0,0,270000.0,Commercial associate,Higher education,90000.0,Middle,0.024390243902439025,1
5069523,F,N,Y,1.0,Married,House / apartment,1,0,0,1,3.0,8,41.0,1.0,0,270000.0,Commercial associate,Higher education,90000.0,Middle,0.024390243902439025,1
5069524,F,N,Y,1.0,Married,House / apartment,1,0,0,1,3.0,8,41.0,1.0,0,270000.0,Commercial associate,Higher education,90000.0,Middle,0.024390243902439025,1
5069525,F,N,Y,1.0,Married,House / apartment,1,0,0,1,3.0,9,41.0,1.0,0,270000.0,Commercial associate,Higher education,90000.0,Middle,0.024390243902439025,1
5074523,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,58,52.0,10.0,0,202500.0,Commercial associate,Secondary / secondary special,202500.0,Senior,0.19230769230769232,0
5074524,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,36,52.0,10.0,0,202500.0,Commercial associate,Secondary / secondary special,202500.0,Senior,0.19230769230769232,0
5074525,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,36,52.0,10.0,0,202500.0,Commercial associate,Secondary / secondary special,202500.0,Senior,0.19230769230769232,0
5074526,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,22,52.0,10.0,0,202500.0,Commercial associate,Secondary / secondary special,202500.0,Senior,0.19230769230769232,0
5074528,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,12,52.0,10.0,0,202500.0,Commercial associate,Secondary / secondary special,202500.0,Senior,0.19230769230769232,0
5074529,F,N,Y,0.0,Single / not married,House / apartment,1,0,0,0,1.0,2,52.0,10.0,0,202500.0,Commercial associate,Secondary / secondary special,202500.0,Senior,0.19230769230769232,0
5074532,F,Y,Y,2.0,Married,House / apartment,1,0,0,0,4.0,2,37.0,4.0,0,135000.0,Working,Secondary / secondary special,33750.0,Middle,0.10810810810810811,0
5074535,F,N,Y,0.0,Married,House / apartment,1,0,0,0,2.0,22,55.0,0.0,0,157500.0,Working,Secondary / secondary special,78750.0,Senior,0.0,0
5074547,M,Y,Y,0.0,Married,House / apartment,1,1,1,0,2.0,42,55.0,2.0,0,54000.0,Working,Secondary / secondary special,27000.0,Senior,0.03636363636363636,2
5074548,M,Y,Y,0.0,Married,House / apartment,1,1,1,0,2.0,28,55.0,2.0,0,54000.0,Working,Secondary / secondary special,27000.0,Senior,0.03636363636363636,2
5074575,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,48,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074576,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,41,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074577,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,7,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074580,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,60,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074581,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,9,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074583,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,53,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074584,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,47,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074585,F,N,N,0.0,Single / not married,With parents,1,0,0,0,1.0,25,28.0,8.0,0,90000.0,Working,Secondary / secondary special,90000.0,Adult,0.2857142857142857,0
5074586,M,N,Y,1.0,Civil marriage,House / apartment,1,0,0,0,3.0,26,40.0,3.0,0,270000.0,Working,Secondary / secondary special,90000.0,Middle,0.075,0
5074591,F,Y,Y,0.0,Married,House / apartment,1,1,1,0,2.0,48,59.0,10.0,0,90000.0,Working,Secondary / secondary special,45000.0,Elderly,0.1694915254237288,2
